"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1860297691990753626","Sat Nov 23 12:21:47 +0000 2024","192","misuh! tpb cup beneran sekolah kan panitnya?","1860297691990753626","","","in","Ganesha, Jatinangor, Cirebon","24","3","26","https://x.com/DraftAnakITB/status/1860297691990753626","1804409229442453505","DraftAnakITB"
"1860293271420891161","Sat Nov 23 12:04:13 +0000 2024","7","itb! Terutama yang di Kampus Jatinangor bisa tolong isi ya https://t.co/FvMm75wPbO https://t.co/g1lCWdqU1j","1860293271420891161","https://pbs.twimg.com/media/GdEW3v3WEAAnD22.jpg","","in","Ganesha, Jatinangor, Cirebon","0","0","0","https://x.com/DraftAnakITB/status/1860293271420891161","1804409229442453505","DraftAnakITB"
"1860202444078420365","Sat Nov 23 06:03:18 +0000 2024","4","Wow ini best deal banget sih! Bisa akses ke 100+ ONLINE COURSE materi Machine Learning Data Science Data Analytics Data Engineering dan Business buat setahun cuma dengan 365k. Setara 1000 per hari! Gas daftar di sini: https://t.co/pSBVTJ6hzH","1860202444078420365","","","in","Ganesha, Jatinangor, Cirebon","0","0","1","https://x.com/DraftAnakITB/status/1860202444078420365","1804409229442453505","DraftAnakITB"
"1859990709022921050","Fri Nov 22 16:01:56 +0000 2024","1","itb! hal yang perlu dipertimbangin kalo mau jadi ketang ukm apa ya?","1859990709022921050","","","in","Ganesha, Jatinangor, Cirebon","0","2","0","https://x.com/DraftAnakITB/status/1859990709022921050","1804409229442453505","DraftAnakITB"
"1859974670759371198","Fri Nov 22 14:58:12 +0000 2024","7","maba! uts sustain itu pilgan aja kah? apa ada esainya?","1859974670759371198","","","in","Ganesha, Jatinangor, Cirebon","1","0","0","https://x.com/DraftAnakITB/status/1859974670759371198","1804409229442453505","DraftAnakITB"
"1859965968325214361","Fri Nov 22 14:23:38 +0000 2024","0","bucin! 19624035. Kamu single kah? -A","1859965968325214361","","","in","Ganesha, Jatinangor, Cirebon","1","0","0","https://x.com/DraftAnakITB/status/1859965968325214361","1804409229442453505","DraftAnakITB"
"1859964830968406147","Fri Nov 22 14:19:06 +0000 2024","0","itb! kbf kimia tuh minggu depan atau kapan? tia","1859964830968406147","","","in","Ganesha, Jatinangor, Cirebon","0","1","0","https://x.com/DraftAnakITB/status/1859964830968406147","1804409229442453505","DraftAnakITB"
"1859953794148110541","Fri Nov 22 13:35:15 +0000 2024","8","maba! halo ada yg mau sharing kapur tohor gaak? ngerasa rugi aja klo beli 1kg plis...","1859953794148110541","","","in","Ganesha, Jatinangor, Cirebon","1","10","0","https://x.com/DraftAnakITB/status/1859953794148110541","1804409229442453505","DraftAnakITB"
"1859953708001308975","Fri Nov 22 13:34:54 +0000 2024","1","bucin! IHACOY 16724.... BISA PEKA GA SI ?!?!","1859953708001308975","","","in","Ganesha, Jatinangor, Cirebon","1","1","1","https://x.com/DraftAnakITB/status/1859953708001308975","1804409229442453505","DraftAnakITB"
"1859952512943435848","Fri Nov 22 13:30:09 +0000 2024","29","bucin! nigan tuh gabisanya apa sih ganteng pinter capo sekte aaakkkk️","1859952512943435848","","","in","Ganesha, Jatinangor, Cirebon","2","3","0","https://x.com/DraftAnakITB/status/1859952512943435848","1804409229442453505","DraftAnakITB"
"1859944625860997206","Fri Nov 22 12:58:49 +0000 2024","18","maba! kira-kira kalo uts kepala 3 masih bisa dapet B atau BC nggak ya indeks akhirnya","1859944625860997206","","","in","Ganesha, Jatinangor, Cirebon","1","7","0","https://x.com/DraftAnakITB/status/1859944625860997206","1804409229442453505","DraftAnakITB"
"1859943569403924818","Fri Nov 22 12:54:37 +0000 2024","22","itb! kalau uts kimia kepala 6 masih bisa dapet index A ga ya lagi sedih banget abis liat nilai","1859943569403924818","","","in","Ganesha, Jatinangor, Cirebon","5","7","0","https://x.com/DraftAnakITB/status/1859943569403924818","1804409229442453505","DraftAnakITB"
"1859940938757325234","Fri Nov 22 12:44:10 +0000 2024","2","itb! HP ilang di sekitar depan louvin. https://t.co/H63EPEmBwV","1859940938757325234","https://pbs.twimg.com/media/Gc_WbVFXIAAyKI3.jpg","","in","Ganesha, Jatinangor, Cirebon","0","1","2","https://x.com/DraftAnakITB/status/1859940938757325234","1804409229442453505","DraftAnakITB"
"1859940464423526520","Fri Nov 22 12:42:17 +0000 2024","0","maba! itb! cabut gigi di nangor selain rs unpad dmn ya","1859940464423526520","","","in","Ganesha, Jatinangor, Cirebon","1","2","0","https://x.com/DraftAnakITB/status/1859940464423526520","1804409229442453505","DraftAnakITB"
"1859937266883244086","Fri Nov 22 12:29:35 +0000 2024","0","sustain itu matkul baru itb! kah? atau taun lalu udah ada?","1859937266883244086","","","in","Ganesha, Jatinangor, Cirebon","0","1","0","https://x.com/DraftAnakITB/status/1859937266883244086","1804409229442453505","DraftAnakITB"
